CardID,CustomerID,CardNumber,CardType,CVV,ExpiryDate,Limit,Status
50,203,3.40499E+14,Visa,246,8/14/2028,4231.5,Active
51,391,1.80031E+14,MasterCard,311,3/18/2027,12295.16,Blocked
52,291,4.29014E+12,Amex,726,10/27/2028,2031.66,Blocked
53,596,3.4763E+14,MasterCard,297,6/30/2026,8937.27,Blocked
54,992,3.03334E+13,Amex,979,6/9/2029,13671.11,Active
55,767,4.80118E+12,Visa,40,5/3/2030,14318.42,Active
56,620,3.55217E+15,Amex,192,4/18/2030,6417.32,Active
57,985,3.7714E+14,MasterCard,610,5/2/2027,8891.46,Active
58,12,4.91041E+15,MasterCard,866,3/29/2028,6837.34,Active
59,990,4.39817E+18,MasterCard,845,7/16/2029,14280.79,Blocked
60,182,4.06215E+15,Visa,259,12/24/2028,13495.56,Blocked
61,625,6.51297E+15,Amex,711,7/1/2028,13721.54,Active
62,603,4.68768E+15,Amex,507,4/24/2027,9444.83,Active
63,221,4.69535E+12,MasterCard,824,8/31/2029,11520.94,Blocked
64,886,3.73698E+14,MasterCard,384,6/10/2029,8783.69,Blocked
65,728,4.71891E+18,MasterCard,822,10/23/2029,7313.16,Active
66,382,3.51244E+15,MasterCard,641,4/29/2027,1173,Active
67,253,4.37716E+15,MasterCard,524,11/29/2026,8352.69,Active
68,536,3.53045E+15,MasterCard,302,10/18/2026,13532.98,Active
69,98,3.57507E+15,MasterCard,644,11/27/2026,3801.99,Active
70,1000,5.02E+11,Amex,638,11/16/2029,2184.93,Active
71,413,4.90898E+18,Visa,170,11/26/2026,1410.63,Active
72,297,2.1319E+14,MasterCard,9542,11/20/2029,1695.38,Blocked
73,953,4.51767E+18,MasterCard,882,6/3/2030,3055.12,Active
74,980,4.19205E+12,MasterCard,950,2/10/2028,11376.68,Active
75,874,4.21799E+12,Visa,639,2/22/2029,13190.01,Active
76,223,6.39057E+11,MasterCard,916,3/20/2027,2654.92,Active
77,529,3.599E+15,Amex,687,12/1/2029,7939.89,Active
78,923,2.44749E+15,Amex,57,9/11/2029,12810.63,Blocked
79,136,6.01165E+15,Visa,277,3/1/2028,9280.11,Blocked
80,660,3.70131E+14,MasterCard,293,2/15/2027,12659.53,Blocked
81,305,4.78791E+12,Visa,8695,1/9/2027,11391.96,Active
82,304,2.27201E+15,Visa,988,7/1/2028,5613.09,Active
83,57,1.8003E+14,Amex,769,9/14/2029,3557.12,Blocked
84,852,4.66863E+15,Visa,114,8/9/2027,1433.72,Blocked
85,437,4.48796E+15,MasterCard,174,8/6/2026,9520.84,Active
86,638,6.75984E+11,MasterCard,662,1/15/2030,8821.79,Blocked
87,129,4.96415E+12,Amex,639,8/31/2026,14162.31,Active
88,665,6.01102E+15,MasterCard,466,2/16/2029,6632.18,Active
89,901,4.32707E+12,Visa,443,7/23/2029,2192.45,Blocked
90,252,2.1317E+14,Amex,378,6/11/2028,14093.4,Blocked
91,631,3.00793E+13,MasterCard,803,11/13/2027,6726.56,Blocked
92,586,4.25145E+15,MasterCard,223,1/17/2029,14694.39,Active
93,776,3.41214E+14,Amex,228,11/21/2029,13814.93,Blocked
94,870,6.57464E+15,Visa,482,2/26/2028,5334.68,Blocked
95,503,4.71748E+15,MasterCard,854,10/26/2028,2687.22,Active
96,326,3.59961E+15,Visa,8238,7/20/2028,14501.11,Active
97,494,5.03889E+11,Amex,209,5/16/2028,9661.42,Blocked
98,100,2.25603E+15,Visa,76,4/9/2028,1725.62,Blocked
99,508,4.92829E+18,Visa,2904,4/5/2027,9993.09,Active
100,509,4.93894E+15,MasterCard,205,10/16/2027,1869.54,Blocked
101,89,3.59532E+15,Amex,480,12/8/2028,11665.13,Active
102,990,3.50587E+15,Visa,977,1/28/2029,3052.58,Blocked
103,854,4.37257E+12,Amex,803,3/2/2027,11418.95,Active
104,605,4.07732E+12,Visa,969,2/26/2029,8218.91,Active
105,216,5.24907E+15,MasterCard,8274,4/10/2029,1564.41,Blocked
106,750,4.42332E+18,Visa,115,11/19/2026,12345.11,Blocked
107,282,4.79189E+15,MasterCard,330,9/9/2028,5012.56,Active
108,799,4.54355E+15,MasterCard,487,11/8/2026,7907.35,Active
109,455,4.4136E+18,Amex,164,10/1/2026,14422.77,Blocked
110,887,4.96623E+12,Visa,5040,5/8/2029,11842.54,Blocked
111,68,4.08679E+15,Visa,7485,1/30/2030,10685.6,Blocked
112,424,5.13503E+15,MasterCard,311,6/13/2027,2067.03,Active
113,806,5.82823E+11,MasterCard,8613,1/17/2027,9818.25,Blocked
114,92,2.13131E+14,MasterCard,409,7/28/2029,10731.07,Active
115,885,4.13528E+15,Amex,391,8/9/2026,9303.25,Active
116,275,4.80765E+18,MasterCard,327,6/11/2029,6369.37,Blocked
117,38,3.45726E+14,Amex,981,8/16/2026,12395.2,Blocked
118,522,3.51459E+15,Visa,435,2/4/2029,5820.38,Active
119,747,3.75633E+14,Amex,4551,2/4/2030,12308.65,Blocked
120,917,1.80071E+14,MasterCard,7301,4/5/2028,4648.01,Blocked
121,686,3.58842E+15,MasterCard,878,3/20/2030,4484.27,Active
122,944,3.79338E+14,MasterCard,868,2/24/2028,1656.47,Blocked
123,841,6.50938E+15,MasterCard,647,8/21/2026,1037.7,Blocked
124,12,4.26088E+18,Amex,221,4/2/2029,4441.62,Active
125,735,4.6185E+18,MasterCard,397,5/15/2029,5465.07,Blocked
126,121,3.56319E+15,Amex,143,4/22/2028,4868.08,Active
127,780,4.71839E+15,Visa,838,4/20/2030,9458.9,Active
128,183,6.5064E+15,Visa,2,11/12/2027,12259.81,Active
129,698,2.24375E+15,Visa,438,11/11/2029,9239.93,Blocked
130,788,3.50618E+15,Visa,273,9/18/2028,11740.52,Active
131,245,4.29688E+12,Amex,296,3/21/2029,6204.45,Blocked
132,701,2.70841E+15,MasterCard,957,12/4/2026,9796.79,Active
133,676,3.71308E+14,MasterCard,9702,6/19/2027,8478.49,Active
134,156,3.56051E+15,MasterCard,279,9/10/2026,5503.74,Blocked
135,93,2.13129E+14,MasterCard,301,9/29/2027,4954.78,Blocked
136,727,4.17782E+15,Amex,78,7/22/2028,3893.05,Active
137,740,3.58614E+15,Visa,777,11/14/2029,5795.64,Blocked
138,136,6.01131E+15,Visa,866,8/5/2026,1776.91,Active
139,620,2.24163E+15,MasterCard,471,5/19/2030,5199.73,Active
140,516,5.8662E+11,Amex,250,8/10/2028,13600.04,Blocked
141,500,4.66708E+18,Visa,880,6/18/2028,8078.25,Blocked
142,993,3.87081E+13,Visa,988,8/15/2028,9352.13,Active
143,696,6.39027E+11,Amex,267,12/4/2027,2644.78,Active
144,554,5.39322E+15,Amex,392,12/20/2027,12512.55,Blocked
145,887,4.10867E+15,Visa,807,11/17/2028,2104.05,Active
146,698,4.70189E+18,Visa,431,7/17/2026,12350.6,Blocked
147,103,4.3911E+15,Visa,293,11/19/2029,5694,Blocked
148,567,3.56048E+15,MasterCard,492,7/24/2027,8852.28,Blocked
149,167,4.40988E+15,MasterCard,770,9/19/2027,4373.56,Active
150,115,6.01127E+15,Amex,403,6/13/2027,10186.77,Active
151,303,3.57547E+15,MasterCard,382,12/18/2027,12182.09,Active
152,151,6.763E+11,Visa,280,8/21/2027,5389.55,Blocked
153,695,4.8356E+18,Visa,29,11/17/2029,7664.68,Blocked
154,373,3.50262E+15,Amex,464,6/2/2030,4899.22,Blocked
155,744,4.18713E+12,Amex,362,9/29/2028,14420.12,Active
156,885,2.1312E+14,Amex,90,8/4/2026,10504.55,Active
157,941,4.12516E+15,Amex,4474,5/1/2028,13535.6,Active
158,455,2.26344E+15,Visa,850,9/28/2026,5049.86,Active
159,843,3.81451E+13,Amex,471,5/14/2027,9012.13,Active
160,591,3.01586E+13,MasterCard,800,5/30/2030,6897.14,Blocked
161,824,3.59775E+15,MasterCard,393,11/12/2026,14969.23,Active
162,894,6.76221E+11,MasterCard,202,1/18/2030,3517.23,Blocked
163,720,4.72999E+18,Amex,136,2/8/2027,6262.98,Active
164,373,4.9326E+18,Visa,568,12/9/2028,14667.12,Active
165,768,60475011924,MasterCard,807,2/25/2029,2031.41,Blocked
166,17,3.49555E+14,Visa,546,9/26/2029,6235.58,Blocked
167,7,3.5984E+15,Visa,35,7/2/2029,13695.89,Blocked
168,50,3.66682E+13,MasterCard,7338,6/10/2027,13993.77,Active
169,403,3.53061E+15,Visa,380,9/18/2027,1581.42,Blocked
170,245,4.9839E+15,MasterCard,26,10/24/2028,12609.29,Blocked
171,46,2.29694E+15,Visa,663,12/26/2028,11233.08,Active
172,663,3.4871E+14,Amex,570,6/3/2029,7005.09,Active
173,639,1.80077E+14,Amex,529,10/15/2029,9228.76,Active
174,881,3.73544E+14,Visa,936,4/9/2027,9212.98,Active
175,169,3.64224E+13,Visa,6628,10/6/2029,12276.92,Active
176,655,3.5968E+15,Visa,275,9/14/2028,3004.27,Active
177,24,4.14247E+18,Amex,106,3/31/2030,4672.09,Active
178,706,3.59663E+15,Visa,227,11/27/2028,11743.5,Blocked
179,776,4.61533E+18,MasterCard,869,2/23/2028,8957.93,Blocked
180,237,4.41518E+15,Visa,140,11/10/2027,9042.69,Active
181,993,4.02069E+15,MasterCard,385,7/16/2027,1583.24,Blocked
182,45,4.57512E+12,Visa,84,4/19/2028,13082.56,Blocked
183,358,2.13133E+14,MasterCard,9,1/24/2028,14082.23,Blocked
184,264,3.52824E+15,MasterCard,577,4/29/2029,14740.75,Active
185,45,1.80085E+14,MasterCard,786,6/5/2029,5001.62,Blocked
186,711,2.27257E+15,MasterCard,828,7/6/2026,13960.2,Active
187,527,6.56713E+15,Visa,746,8/14/2028,2740.98,Active
188,646,3.42351E+14,Amex,2895,3/10/2027,2690.86,Blocked
189,357,6.54363E+15,Amex,6617,7/11/2029,5905.47,Active
190,291,4.05538E+12,MasterCard,21,12/7/2029,11669.25,Blocked
191,416,3.04269E+13,Visa,190,7/29/2026,13137.38,Blocked
192,153,3.86895E+13,Visa,3,12/26/2026,7906.53,Blocked
193,54,3.53784E+15,MasterCard,657,12/15/2026,10791.76,Blocked
194,13,2.13154E+14,Visa,0,10/13/2027,14573.1,Blocked
195,106,3.51828E+15,MasterCard,783,11/10/2026,12764.99,Blocked
196,555,3.84354E+13,MasterCard,45,1/2/2028,1426.77,Active
197,304,3.50692E+15,MasterCard,408,11/3/2026,13091.7,Active
198,776,1.80099E+14,MasterCard,630,6/16/2030,13625.17,Blocked
199,17,4.48704E+15,Visa,5630,1/16/2029,3754.36,Active
200,375,2.26822E+15,Amex,489,4/19/2029,6112.32,Active
201,384,4.2188E+15,Visa,931,7/7/2028,10532.53,Active
202,452,3.5095E+15,Visa,9205,8/16/2027,10511.47,Active
203,434,4.4533E+15,MasterCard,621,2/2/2030,12325.49,Blocked
204,434,6.58237E+15,Visa,1571,6/10/2028,5856.05,Blocked
205,586,6.54858E+15,Visa,391,7/27/2026,6227.88,Active
206,262,6.01161E+15,MasterCard,985,10/28/2028,2050.75,Active
207,605,3.51654E+15,MasterCard,124,12/25/2029,5306.27,Blocked
208,58,2.23888E+15,Amex,124,9/21/2028,6255.27,Blocked
209,750,6.01145E+15,Amex,377,10/2/2028,6115.14,Active
210,697,3.00469E+13,MasterCard,405,3/17/2028,10721.55,Blocked
211,598,4.96417E+15,Visa,842,1/26/2027,5470.45,Blocked
212,127,3.52282E+15,Amex,55,6/29/2029,14070.06,Active
213,777,1.80035E+14,Amex,382,9/5/2029,14053.68,Blocked
214,446,4.13542E+15,Amex,81,9/5/2028,14114.21,Blocked
215,595,2.13115E+14,Visa,375,1/13/2030,7015.59,Blocked
216,907,6.01199E+15,Visa,26,6/10/2028,8752.21,Active
217,903,4.91831E+12,MasterCard,878,8/1/2027,10988.76,Blocked
218,271,3.53454E+15,Amex,6,1/17/2027,10387.74,Blocked
219,406,4.90712E+15,Amex,476,5/22/2030,14367.84,Blocked
220,704,4.34342E+12,MasterCard,477,3/6/2029,1688.46,Active
221,994,4.92504E+18,Visa,156,9/9/2028,14913.48,Blocked
222,868,6.01123E+15,MasterCard,765,4/18/2028,12218.04,Active
223,556,4.45072E+18,MasterCard,443,11/29/2026,4421.05,Active
224,826,4.83429E+18,Amex,252,3/21/2027,2403.66,Active
225,168,3.70668E+14,Visa,159,4/20/2030,9448.58,Blocked
226,501,4.58651E+15,Visa,216,4/2/2029,4038.19,Active
227,707,2.13145E+14,Amex,541,2/18/2028,9451.86,Blocked
228,218,5.65254E+11,Amex,112,4/11/2029,2865.66,Blocked
229,297,4.02682E+15,MasterCard,993,9/28/2028,1558.85,Active
230,330,4.68153E+12,Visa,508,2/2/2027,11683.21,Blocked
231,958,4.96653E+18,MasterCard,960,6/19/2030,6264.87,Active
232,265,3.58828E+15,Visa,837,7/28/2026,7150.14,Active
233,637,5.03852E+11,Amex,559,1/5/2027,3232.35,Blocked
234,668,6.76123E+11,Visa,926,4/11/2030,1654.28,Active
235,703,1.80089E+14,Visa,426,5/20/2029,1303.68,Active
236,258,2.29917E+15,Amex,191,9/7/2028,14882.05,Active
237,434,4.03906E+12,Amex,806,7/15/2029,3644.58,Active
238,529,3.54713E+15,MasterCard,197,5/19/2028,5106.69,Active
239,985,4.98503E+18,MasterCard,300,10/15/2029,7925.02,Active
240,620,3.55954E+15,Amex,161,2/27/2028,8353.8,Active
241,819,2.13112E+14,Amex,574,5/30/2027,7765.8,Blocked
242,883,3.05222E+13,Visa,93,3/10/2027,5595.58,Blocked
243,707,6.0111E+15,MasterCard,91,1/15/2028,2775.73,Blocked
244,59,4.7011E+15,MasterCard,751,4/29/2027,5530.5,Active
245,207,4.05144E+12,Amex,752,6/21/2029,14431.58,Active
246,31,3.04637E+13,Visa,479,7/30/2026,11032.69,Blocked
247,808,3.57803E+15,MasterCard,253,3/29/2029,14785.54,Active
248,690,3.49854E+14,Visa,446,7/26/2026,3580.27,Blocked
249,641,6.01143E+15,Amex,981,5/10/2030,11907.16,Active
250,505,3.85567E+13,MasterCard,457,7/1/2027,7544.15,Active
251,209,2.5512E+15,Visa,62,2/24/2028,6798.34,Active
252,978,3.56425E+15,MasterCard,842,6/23/2028,6625.33,Blocked
253,748,3.56378E+15,MasterCard,745,4/18/2027,1395.88,Blocked
254,4,3.56193E+15,Visa,511,4/19/2029,8819.16,Active
255,244,1.80094E+14,MasterCard,26,9/27/2026,12165.99,Blocked
256,630,3.89518E+13,MasterCard,556,7/6/2027,3372.52,Blocked
257,139,3.54232E+15,Amex,8341,1/15/2030,5027.3,Active
258,656,4.84567E+12,MasterCard,296,8/7/2026,12075.2,Blocked
259,746,4.09848E+18,Visa,8095,5/18/2030,2851.87,Blocked
260,277,6.30484E+11,Visa,866,3/3/2028,10455.57,Blocked
261,485,4.07267E+15,MasterCard,910,1/17/2027,8088.75,Blocked
262,465,5.72611E+11,MasterCard,501,3/2/2028,2928.08,Active
263,863,4.72012E+15,MasterCard,899,12/11/2028,12625.69,Active
264,863,5.11945E+15,Visa,443,8/11/2026,4431.54,Blocked
265,196,6.76225E+11,Amex,70,3/1/2028,10273.04,Blocked
266,650,4.78914E+15,MasterCard,272,9/19/2028,13362.53,Blocked
267,969,5.69605E+11,MasterCard,826,7/6/2029,11205,Blocked
268,588,4.4463E+18,MasterCard,97,1/28/2030,4741.72,Blocked
269,662,3.55394E+15,Amex,969,5/23/2028,3924.12,Active
270,602,3.59644E+15,Amex,464,9/15/2029,11781.05,Blocked
271,767,3.04134E+13,Amex,637,11/21/2028,12741,Blocked
272,863,6.01114E+15,Amex,960,9/12/2027,12054.31,Blocked
273,614,3.54712E+15,Amex,983,2/28/2029,8085.21,Active
274,604,4.62749E+15,Amex,228,8/6/2026,9683.09,Blocked
275,834,2.13129E+14,MasterCard,704,8/14/2026,1198.88,Blocked
276,612,6.01138E+15,Amex,215,4/2/2030,12206.1,Active
277,147,3.56169E+15,MasterCard,126,10/25/2027,11851.09,Blocked
278,304,3.4722E+14,Visa,878,3/25/2028,2785.83,Active
279,999,6.50997E+15,Amex,7980,2/15/2027,4601.64,Blocked
280,104,4.89386E+15,Visa,55,5/30/2027,2411.82,Active
281,677,4.49701E+18,Visa,601,8/16/2028,5613.62,Blocked
282,576,2.27891E+15,MasterCard,669,7/4/2026,4191.7,Active
283,5,3.00416E+13,Amex,228,8/2/2029,2025.28,Blocked
284,448,2.13177E+14,Amex,919,7/4/2028,10786.17,Active
285,141,4.03862E+18,Visa,351,5/8/2030,12432.69,Blocked
286,962,3.43354E+14,MasterCard,652,1/11/2029,5202.4,Active
287,350,4.68547E+15,MasterCard,745,9/18/2028,11011.85,Blocked
288,66,3.51126E+15,Amex,688,5/23/2027,11840.92,Active
289,931,4.79118E+12,Visa,466,7/14/2027,3870.41,Blocked
290,60,6.39096E+11,MasterCard,103,4/10/2027,10201.7,Blocked
291,70,6.01164E+15,MasterCard,936,6/14/2027,8310.19,Blocked
292,715,4.06207E+15,Visa,338,7/18/2029,14824.29,Active
293,715,3.40409E+14,Amex,456,10/9/2029,4575.85,Blocked
294,411,3.53603E+15,MasterCard,465,12/17/2026,7545.54,Blocked
295,401,3.05172E+13,Visa,748,11/15/2027,11542.54,Blocked
296,528,3.59293E+15,MasterCard,80,4/27/2027,10613.78,Blocked
297,581,4.07464E+12,MasterCard,480,1/30/2028,3699.17,Active
298,995,1.80088E+14,Visa,551,10/25/2029,12988.42,Blocked
299,158,4.98674E+12,Visa,476,5/17/2029,6529.6,Active
300,52,4.56144E+12,Amex,43,1/6/2027,1830.96,Active
301,428,4.4948E+18,Visa,165,4/30/2029,6378.68,Active
302,8,4.603E+18,Visa,713,4/14/2028,6861.73,Blocked
303,923,5.71887E+11,MasterCard,402,6/8/2030,11254.37,Blocked
304,974,4.31733E+12,MasterCard,585,11/15/2029,5627.62,Blocked
305,331,4.0753E+18,MasterCard,84,6/1/2028,11522.51,Blocked
306,910,4.31311E+15,MasterCard,50,8/14/2027,5928.91,Active
307,261,4.39544E+18,MasterCard,237,2/25/2028,7033.35,Active
308,8,2.70271E+15,Visa,808,2/14/2029,6409.81,Blocked
309,346,4.51412E+15,Amex,14,3/21/2029,12016.55,Blocked
310,828,3.41922E+14,Amex,126,11/1/2029,12981.71,Blocked
311,700,4.96456E+18,Visa,611,1/21/2029,6003.79,Blocked
312,392,4.17283E+12,MasterCard,466,2/1/2027,4574.96,Active
313,158,3.56698E+15,Visa,4301,5/31/2028,13484.84,Blocked
314,267,2.39171E+15,Visa,173,2/9/2027,11777.76,Blocked
315,956,5.88521E+11,MasterCard,556,10/22/2026,1069.14,Active
316,207,4.77422E+15,Amex,162,5/12/2027,6691.5,Blocked
317,18,3.56587E+15,Amex,631,10/13/2027,11857.44,Blocked
318,841,4.03002E+15,MasterCard,164,10/22/2027,13141.68,Active
319,464,4.3491E+15,Visa,520,2/11/2030,14416.64,Blocked
320,199,3.76015E+14,Visa,3645,10/15/2028,13346.56,Blocked
321,830,1.80051E+14,MasterCard,518,1/28/2029,3154.36,Active
322,525,3.46841E+14,Amex,524,2/10/2027,6756.97,Active
323,47,3.52601E+15,Amex,664,7/24/2026,5658.98,Active
324,554,4.12103E+12,Amex,244,3/30/2029,11302.38,Active
325,32,3.57507E+15,Amex,4645,8/13/2029,11876.03,Blocked
326,765,2.1319E+14,Visa,803,4/26/2030,3976.28,Active
327,598,4.91438E+15,MasterCard,134,7/9/2028,9931.58,Blocked
328,611,4.69121E+18,MasterCard,571,5/6/2029,13152.09,Blocked
329,139,3.5752E+15,MasterCard,488,7/15/2027,5712.9,Active
330,569,3.04288E+13,MasterCard,698,5/3/2029,2533.22,Blocked
331,399,4.81772E+15,Amex,711,9/9/2028,4784.23,Active
332,306,3.5461E+15,MasterCard,53,6/30/2029,13801.22,Blocked
333,210,3.51819E+15,MasterCard,726,9/24/2026,11549.15,Blocked
334,770,3.52681E+15,Amex,515,9/26/2029,7890,Active
335,587,3.84678E+13,MasterCard,701,2/25/2030,7975.72,Active
336,587,4.84231E+12,MasterCard,5236,6/3/2030,10475.63,Blocked
337,599,6.01107E+15,Amex,660,3/23/2029,11657.76,Active
338,144,2.13166E+14,Amex,467,8/7/2028,14756.27,Active
339,173,3.00879E+13,Amex,71,1/15/2027,9637.88,Blocked
340,151,6.01191E+15,Amex,259,6/10/2028,13206.78,Active
341,821,3.63763E+13,Visa,274,7/5/2027,14572.26,Blocked
342,934,2.71847E+15,Amex,442,8/30/2029,9406.5,Active
343,341,5.8161E+11,Amex,345,6/9/2029,4925.13,Active
344,480,3.59967E+15,Visa,851,10/21/2026,12821.38,Active
345,42,4.80083E+15,Visa,616,1/11/2030,2349.17,Blocked
346,681,4.56218E+15,MasterCard,435,6/30/2028,7596.31,Blocked
347,472,6.01167E+15,MasterCard,311,3/21/2028,9535.27,Active
348,673,3.51104E+15,MasterCard,747,6/25/2027,1933.71,Blocked
349,756,4.46536E+15,MasterCard,470,6/15/2029,14908.02,Active
350,207,2.13132E+14,Visa,716,12/9/2028,8012.04,Active
351,860,4.51763E+12,Amex,584,9/12/2028,5480,Blocked
352,714,3.59715E+15,Amex,853,2/14/2030,12283.73,Blocked
353,109,3.04514E+13,Amex,144,10/2/2027,6883.98,Active
354,663,3.03979E+13,Visa,197,1/11/2028,3356.41,Blocked
355,32,3.89134E+13,Amex,362,2/3/2029,9999.55,Blocked
356,734,4.93843E+15,Amex,468,3/20/2029,11594.42,Active
357,471,4.92028E+15,MasterCard,981,7/27/2028,12741.01,Blocked
358,951,3.04535E+13,Amex,48,11/18/2028,3937.02,Blocked
359,198,4.13561E+15,Amex,11,5/8/2030,1034.83,Blocked
360,187,60411352143,Amex,555,3/8/2028,3990.91,Active
361,381,1.8002E+14,Visa,833,12/11/2027,14744.16,Active
362,480,5.19225E+15,Amex,34,9/10/2027,8009.14,Blocked
363,798,5.01813E+11,Visa,751,9/17/2029,13408.96,Blocked
364,842,4.31288E+12,MasterCard,864,1/14/2029,8883.77,Blocked
365,638,4.96399E+18,Amex,756,6/22/2027,9312.08,Active
366,956,3.58985E+15,MasterCard,693,5/30/2030,13989.91,Active
367,137,4.36114E+15,MasterCard,871,7/28/2028,11149.06,Active
368,670,3.50938E+15,MasterCard,741,3/19/2028,2666.66,Active
369,156,2.13138E+14,Visa,876,8/13/2026,4191.99,Active
370,37,6.75923E+11,Amex,939,9/8/2027,12375.72,Blocked
371,324,4.61089E+12,MasterCard,513,10/12/2028,13220.9,Blocked
372,57,3.49358E+14,Amex,6086,6/15/2029,13440.01,Blocked
373,830,4.25927E+18,MasterCard,922,6/7/2029,14782.03,Blocked
374,721,4.62368E+18,MasterCard,374,12/11/2027,1988.42,Blocked
375,431,4.85771E+15,MasterCard,852,12/15/2028,5395.44,Active
376,608,3.54281E+15,Amex,905,12/1/2026,2083.51,Active
377,864,5.77518E+11,MasterCard,304,9/1/2028,11485.26,Blocked
378,527,6.01121E+15,Visa,483,8/28/2026,5938.39,Active
379,329,3.00117E+13,MasterCard,284,7/1/2028,9435.39,Blocked
380,379,5.10705E+15,Amex,347,8/5/2029,14825.93,Blocked
381,172,2.70702E+15,MasterCard,289,9/13/2028,12574.84,Active
382,518,6.01164E+15,MasterCard,283,1/9/2029,8706.92,Blocked
383,421,2.28877E+15,Visa,344,6/14/2029,8351.73,Active
384,983,2.24146E+15,Visa,324,2/11/2028,10593.47,Blocked
385,82,4.00922E+15,Visa,796,5/25/2030,4329.13,Blocked
386,698,2.29843E+15,Visa,582,3/15/2030,3525.69,Active
387,648,1.80021E+14,MasterCard,332,1/27/2027,11335.19,Active
388,159,1.80093E+14,Amex,395,6/2/2027,10058.57,Blocked
389,868,4.13656E+15,Amex,869,3/4/2029,11977.93,Active
390,524,3.47592E+14,Visa,792,3/2/2029,12416.71,Active
391,665,3.00069E+13,MasterCard,206,2/1/2029,1098.6,Blocked
392,398,6.7598E+11,Amex,796,6/28/2026,11645.95,Active
393,895,6.01107E+15,Visa,98,3/14/2028,1659.05,Active
394,225,6.01184E+15,MasterCard,354,6/6/2027,11910.7,Active
395,397,6.0112E+15,Amex,782,10/18/2028,9493.74,Active
396,230,6.51894E+15,MasterCard,499,4/22/2028,13674.05,Blocked
397,678,4.04772E+18,MasterCard,293,7/23/2026,9504.61,Blocked
398,944,3.56262E+15,Visa,630,5/8/2029,4396.55,Blocked
399,46,4.42849E+15,MasterCard,222,8/4/2028,7871.62,Blocked
