CardID,CustomerID,CardNumber,CardType,CVV,ExpiryDate,Limit,Status
83,74,4439621020304172,Visa,299,2028-08-26,3098.14,Expired
84,77,348974956894551,MasterCard,951,2029-02-19,10630.87,Blocked
85,77,4378956722975173,Discover,516,2030-03-04,6064.73,Blocked
86,78,3580938037528729,Discover,583,2029-06-28,2262.94,Blocked
87,79,4798362129676831,AmEx,538,2027-12-21,6512.22,Blocked
88,79,180091796723709,Discover,482,2027-06-08,8518.02,Active
89,80,375703668472356,AmEx,098,2026-10-21,5115.9,Active
90,80,180009147905478,AmEx,512,2028-09-09,6522.28,Blocked
91,81,3567000799093918,Discover,531,2029-06-15,946.83,Blocked
92,82,4006437222121,MasterCard,198,2029-02-03,13703.47,Expired
93,84,3570486099801313,Visa,428,2029-12-22,11206.61,Expired
94,84,3552138536704160,AmEx,625,2026-11-01,9893.47,Blocked
95,85,343346244900133,AmEx,549,2028-10-25,6551.27,Blocked
96,85,503803690711,Visa,472,2029-04-26,13559.21,Active
97,86,4477204753277,MasterCard,646,2028-12-27,18052.23,Active
98,89,4534061948906804,Visa,066,2029-11-24,9148.59,Blocked
99,90,5344231282069504,AmEx,786,2028-01-26,14366.96,Expired
100,91,213137167059685,Discover,324,2026-09-21,12880.83,Blocked
101,94,6572202182686151,Visa,245,2028-02-02,1208.36,Expired
102,94,3510187647365974,MasterCard,603,2029-12-14,14034.83,Blocked
103,95,4805654555573543873,Discover,802,2027-07-25,11734.62,Active
104,96,3542866249963995,Visa,554,2030-03-07,16427.59,Active
105,96,6537442685931555,AmEx,476,2030-06-08,16596.05,Blocked
106,97,341710955519113,AmEx,080,2029-08-26,12195.58,Blocked
107,99,30014391151847,Discover,544,2027-02-13,5596.16,Active
108,99,374385966230073,AmEx,332,2027-12-17,3400.43,Active
109,100,4563615501491183,Discover,134,2026-07-02,4596.93,Expired
110,101,213177214389032,Visa,580,2027-10-18,8372.1,Expired
111,101,3586991028553051,MasterCard,761,2030-02-01,11193.85,Active
112,102,4223376106420216,MasterCard,117,2027-08-25,8492.28,Blocked
113,103,3520698774877233,AmEx,238,2026-09-03,6767.66,Blocked
114,104,4931602069041,Discover,655,2027-05-25,16892.48,Active
115,104,180024465569533,AmEx,531,2027-05-02,1325.1,Blocked
116,105,4738144791468033297,Discover,909,2029-08-06,10381.94,Active
117,106,3586580939882947,AmEx,977,2028-05-16,10250.69,Blocked
118,106,30348007410167,Discover,409,2030-03-08,6753.63,Blocked
119,109,180068197543977,Discover,942,2027-12-18,7532.46,Expired
120,109,4884194489967558,Visa,177,2027-11-11,8256.91,Blocked
121,111,4080104026632947139,Discover,108,2029-02-14,8048.7,Expired
122,114,4227909089447371980,AmEx,363,2030-05-25,2683.65,Active
123,114,4594654169727490,Visa,077,2029-08-20,11622.64,Active
124,115,4066740914558477,Visa,087,2026-09-17,4994.27,Blocked
125,116,2309024694123351,Discover,192,2026-07-28,15054.48,Active
126,117,4725302849987462,AmEx,825,2027-03-20,6792.46,Active
127,118,213181485928155,MasterCard,842,2028-12-10,17879.22,Active
128,118,4309075908582846,MasterCard,018,2027-05-18,7691.67,Expired
129,120,6528126573711069,MasterCard,226,2027-08-08,9663.53,Blocked
130,120,3517548056869470,Discover,170,2026-10-16,911.86,Active
131,123,4677916903090,Discover,762,2028-07-07,5487.67,Active
132,124,4899096422503584841,Discover,111,2030-03-14,14572.49,Active
133,126,501883625698,Discover,006,2027-10-21,15392.81,Active
134,127,2702379306712873,Visa,167,2028-07-29,7227.45,Expired
135,128,3592477165557016,MasterCard,727,2028-10-07,8825.88,Expired
136,128,4367115132219226,Discover,705,2030-01-14,3699.13,Blocked
137,129,2222957280067017,Visa,572,2028-01-02,12872.47,Blocked
138,130,30474395919427,Visa,081,2028-04-16,10512.27,Active
139,132,4615399842425204,MasterCard,336,2030-04-03,4633.62,Active
140,132,345457978764831,Visa,923,2028-07-13,6909.07,Blocked
141,133,6011224857039374,Discover,334,2027-06-25,16636.49,Blocked
142,134,3577393316510680,Visa,124,2028-02-25,5215.92,Expired
143,134,4486124474649202,Discover,999,2029-05-08,7694.43,Blocked
144,136,6011656366206947,Discover,649,2027-07-01,12449.64,Expired
145,137,3536651379339663,AmEx,566,2029-11-23,5167.87,Active
146,137,180006816339229,AmEx,338,2027-08-24,18394.49,Active
147,138,38848492229990,AmEx,191,2027-11-09,8463.75,Blocked
148,139,630412631073,AmEx,783,2028-02-26,8656.57,Blocked
149,139,3580520034200054,Visa,890,2027-01-04,3944.65,Blocked
150,140,4066581702098890,MasterCard,180,2029-05-25,6357.03,Blocked
151,141,347132482218115,MasterCard,624,2029-05-17,2068.95,Blocked
152,144,3598924141828718,Visa,201,2028-05-19,4368.65,Blocked
153,146,2283746049773064,MasterCard,724,2028-04-25,10777.62,Expired
154,146,3586624882382453,AmEx,071,2027-07-22,9704.52,Active
155,147,4367000521443282,Discover,378,2029-07-13,16252.26,Active
156,147,3575190753794708,Discover,199,2029-05-10,17527.91,Blocked
157,148,4193306203083,Visa,292,2028-08-02,15124.98,Blocked
158,149,564087869389,Visa,353,2028-03-10,733.86,Expired
159,149,4042602747110541964,MasterCard,258,2028-12-29,3398.65,Active
160,150,6572877968785150,Visa,261,2027-01-21,16721.43,Blocked
161,150,2256575168803292,MasterCard,860,2029-10-28,19676.2,Expired
162,151,4373076804707843,Discover,452,2029-08-08,10514.52,Active
163,153,639021359406,AmEx,339,2027-12-10,14761.08,Blocked
164,153,180008600095249,Visa,646,2029-07-19,19219.79,Blocked
165,154,4947828566150382859,Visa,955,2029-08-20,11364.61,Active
166,156,30449431082711,AmEx,463,2030-02-14,4976.75,Expired
167,156,3508736604341735,AmEx,069,2029-12-31,10868.36,Active
168,157,4487340455580351,Visa,564,2030-05-26,8269.89,Active
169,157,4864749619875,Discover,868,2030-04-04,9548.84,Blocked
170,158,379376859350529,AmEx,939,2029-09-01,18315.99,Expired
171,158,4977946480495935732,Visa,550,2028-08-13,9758.17,Expired
172,159,3548628891409386,AmEx,152,2027-10-05,18637.17,Blocked
173,159,30393043688996,Visa,889,2026-12-31,924.62,Blocked
174,163,3508025097863763,Discover,380,2026-10-31,19749.96,Expired
175,163,4466142510653685,Discover,876,2027-02-25,2462.67,Active
176,165,566532797701,Visa,862,2027-10-24,8403.75,Blocked
177,166,3599326144193844,Discover,594,2030-02-28,9302.85,Blocked
178,167,30344391676976,MasterCard,334,2028-05-11,1350.26,Expired
179,167,675967302067,Discover,598,2027-08-09,17548.76,Blocked
180,168,180042274774771,MasterCard,392,2029-09-26,17677.84,Blocked
181,169,3584040406430185,Discover,685,2026-08-29,3289.3,Active
182,171,5355070825229563,Discover,298,2026-07-10,13462.55,Active
183,173,4026779543033253187,AmEx,634,2029-07-09,3649.81,Blocked
184,175,30566074718937,MasterCard,912,2027-08-17,15662.49,Active
185,175,4378334123961683136,AmEx,273,2028-04-10,17864.32,Blocked
186,177,4365129759446192049,Visa,297,2027-09-07,11971.42,Blocked
187,180,3532068531009528,MasterCard,931,2029-10-15,2536.32,Expired
188,180,30479523359750,Visa,358,2027-09-04,8729.19,Expired
189,182,213163940814022,Discover,812,2027-12-09,6894.58,Active
190,182,36671658685330,MasterCard,655,2026-09-25,17743.49,Blocked
191,183,4621015525444633,Discover,423,2028-01-06,7992.89,Blocked
192,183,676101114350,AmEx,909,2029-05-05,7343.75,Expired
193,186,5261005662933185,MasterCard,463,2029-07-15,8105.99,Expired
194,186,4967894760334598,Visa,324,2029-10-09,16501.92,Active
195,187,4316919263489116,Discover,640,2029-10-28,11053.24,Expired
196,188,30403014489637,AmEx,558,2027-12-09,7068.16,Expired
197,190,4328072878466,AmEx,222,2030-01-16,14458.04,Expired
198,190,4552885217998,AmEx,544,2026-11-04,5370.72,Active
199,191,4371578690226638576,MasterCard,206,2029-03-22,8404.48,Expired
200,192,180044150193241,Visa,240,2027-06-30,19393.79,Blocked
201,194,346370936008184,MasterCard,440,2029-01-09,12537.64,Active
202,196,3501986695428076,MasterCard,922,2027-04-07,13062.11,Active
203,196,639034795893,MasterCard,326,2028-04-17,10414.73,Blocked
204,197,4310763449682,AmEx,081,2028-10-16,9694.55,Blocked
205,197,5489439744618132,Discover,147,2026-12-20,1981.07,Blocked
206,198,5195303780694792,Discover,032,2027-02-05,6589.94,Expired
207,198,4240060039842014,Discover,978,2030-02-11,2362.66,Active
208,199,6011676232414731,AmEx,206,2029-01-25,7686.69,Active
209,202,4398207369567303,Visa,457,2029-04-10,9884.71,Active
210,205,4465448640038700,Visa,405,2026-11-28,14145.87,Blocked
211,205,30496147711208,Discover,189,2026-12-15,19160.02,Active
212,206,4761043825612148611,Discover,029,2028-07-04,18546.5,Active
213,207,4346259628393230,Visa,036,2027-06-07,17796.02,Active
214,209,4509374450399,Discover,404,2028-02-19,19476.64,Active
215,212,372738213328896,Discover,990,2029-09-01,19864.37,Active
216,214,4607268293655546,MasterCard,577,2027-07-10,16540.95,Expired
217,220,30227474668525,AmEx,401,2027-09-13,6465.83,Active
218,220,6011124844631780,Visa,487,2026-08-30,14062.64,Blocked
219,222,4899072593779098,Visa,803,2030-01-13,4500.27,Blocked
220,222,3507108160555556,Visa,791,2029-11-18,12476.98,Expired
221,223,3572019561408982,Visa,712,2030-05-19,1148.84,Blocked
222,224,372943762875947,Discover,898,2028-06-26,12878.65,Expired
223,224,4277768199366,Visa,905,2026-10-28,7043.48,Blocked
224,225,6588749659943129,Visa,835,2029-11-01,9999.63,Expired
225,225,4104410221309,Discover,324,2029-04-24,16678.96,Active
226,226,213170474585621,Visa,357,2027-05-17,1562.88,Expired
227,228,30115225654664,Discover,485,2027-06-09,743.2,Blocked
228,229,374841129307794,Discover,999,2030-03-13,8847.97,Active
229,229,3566829950768228,Discover,005,2030-02-05,12837.29,Expired
230,234,4205794765744,Visa,526,2028-08-28,17082.34,Active
231,234,4623776815378066,AmEx,279,2026-10-20,9526.15,Expired
232,235,4535932537716,AmEx,440,2029-11-16,15350.06,Blocked
233,235,3592428682299350,Visa,107,2028-05-30,2403.75,Blocked
234,236,3514140951378402,Discover,049,2027-01-03,8055.73,Expired
235,238,675966094236,Visa,578,2030-02-14,2737.68,Expired
236,238,4358241224391474,MasterCard,982,2027-06-16,9281.63,Blocked
237,239,4319602749505168256,MasterCard,509,2030-02-02,3025.32,Expired
238,239,6011840241125551,MasterCard,850,2027-09-28,18735.38,Blocked
239,240,30291833634073,AmEx,265,2028-03-29,16702.01,Active
240,242,4828441110836363618,Discover,432,2026-07-24,5227.01,Blocked
241,244,2700133573360375,AmEx,136,2027-11-28,11176.82,Active
242,244,4267776989863902,Discover,279,2029-08-30,19409.51,Blocked
243,245,6011246045030353,MasterCard,726,2030-01-08,12896.35,Active
244,245,4666803913692,Discover,167,2026-11-26,13983.56,Blocked
245,246,4200924575851325,AmEx,563,2027-02-26,4928.01,Active
246,246,4234259891460183784,MasterCard,135,2030-03-02,12524.31,Active
247,247,639080667046,Visa,082,2028-02-20,3091.83,Active
248,247,2534680125746891,MasterCard,816,2029-06-19,4993.04,Expired
249,250,2574821112070074,MasterCard,978,2029-02-28,19697.61,Expired
250,252,4997458250621,Discover,232,2028-10-01,12145.29,Active
251,253,378697325103197,Discover,912,2026-09-05,18971.61,Expired
252,255,4490000350022744,Discover,165,2029-05-04,13380.2,Expired
253,256,36529340655758,AmEx,162,2029-06-03,9731.3,Blocked
254,256,30182257403352,Visa,795,2027-06-27,19527.89,Blocked
255,258,5316461870678267,Discover,898,2029-02-02,10537.91,Active
256,260,4281841796545,Visa,387,2028-08-20,6527.82,Active
257,263,501838386735,Discover,191,2026-09-05,13570.51,Expired
258,264,4637768390044,Visa,687,2027-09-06,9776.73,Active
259,264,4804620972097240296,MasterCard,896,2030-01-01,13239.78,Expired
260,267,2434235076915291,AmEx,092,2029-11-11,10998.13,Active
261,268,2259737649944866,Discover,789,2027-06-21,2742.2,Expired
262,269,676221617019,AmEx,991,2029-11-12,10490.92,Blocked
263,271,3585187588106163,MasterCard,439,2027-04-03,9727.37,Blocked
264,271,30328930812457,MasterCard,295,2028-10-14,19491.23,Expired
265,272,2250323464575488,Visa,233,2029-12-23,11248.08,Expired
266,274,4977057367503840555,Discover,445,2028-02-21,2855.38,Blocked
267,275,377768114023119,MasterCard,242,2026-12-06,4002.65,Active
268,275,6558329727849628,AmEx,801,2027-07-30,3567.95,Expired
269,276,3529649072951023,Discover,220,2027-09-10,3631.68,Expired
270,276,4338043281509448309,MasterCard,926,2027-10-13,16252.14,Expired
271,277,3587022179422455,Discover,107,2027-02-01,911.51,Active
272,277,3594127602294099,Visa,815,2027-06-30,3545.36,Expired
273,278,3556507618358085,Visa,671,2028-01-17,12883.24,Active
274,279,342587328337871,Discover,318,2029-02-24,3465.21,Blocked
275,280,2231624436924728,Discover,940,2028-03-19,14246.47,Blocked
276,280,3528276237346823,Discover,251,2027-04-14,9624.44,Active
277,283,2700910566215348,MasterCard,173,2028-02-07,7883.47,Active
278,283,675975373506,MasterCard,569,2029-05-07,7852.01,Active
279,284,213135357385811,Discover,554,2029-07-07,13786.71,Blocked
280,285,377049540977420,MasterCard,118,2028-07-17,10711.15,Expired
281,285,4424679703771379,Discover,698,2027-05-27,16712.96,Active
282,286,3502149992047169,Visa,167,2027-12-15,3914.87,Active
283,287,639041130324,Discover,761,2027-05-27,6013.95,Blocked
284,290,4065474796555895,MasterCard,383,2027-09-05,11050.19,Expired
285,291,341905559203003,MasterCard,826,2028-05-06,9223.79,Blocked
286,291,6011984018636083,MasterCard,738,2028-05-28,7371.29,Active
287,292,3564312019971176,Visa,938,2028-11-02,5105.7,Active
288,293,180091666719290,MasterCard,937,2028-10-22,17227.25,Expired
289,293,4715586063514862522,AmEx,730,2028-03-05,18515.58,Active
290,294,340276496616967,Visa,361,2028-10-08,10216.64,Expired
291,295,3586499457961720,Discover,656,2027-01-24,14969.39,Blocked
292,295,3543813346017910,Visa,382,2029-06-29,6571.57,Active
293,296,213184446720828,Visa,138,2027-10-26,4922.5,Blocked
294,296,213180407469686,AmEx,445,2029-12-13,8054.05,Expired
295,297,4766081639264,MasterCard,750,2028-05-28,10114.94,Expired
296,297,180038854892686,Discover,794,2029-08-12,1763.53,Blocked
297,298,4118968205444010,MasterCard,043,2029-10-03,4439.25,Active
298,299,38388113336346,Discover,607,2026-10-11,15086.57,Expired
299,299,4567169825666801023,AmEx,219,2028-04-11,11258.99,Active
300,300,379242891689318,Visa,141,2030-06-21,13642.0,Expired
301,300,213164120892176,Visa,597,2028-10-28,10585.47,Expired
302,301,6538475554720021,MasterCard,271,2027-04-13,14986.42,Expired
303,301,4213206753670,Visa,037,2027-04-06,11864.83,Expired
304,303,4129244390550269,Visa,675,2029-07-10,18374.27,Blocked
305,303,3531067224682857,Discover,606,2028-12-15,7322.52,Expired
306,304,5195568109917773,MasterCard,872,2029-03-19,872.74,Blocked
307,308,2543045003279978,MasterCard,284,2028-12-04,4913.06,Expired
308,309,501825506949,MasterCard,773,2028-01-31,19119.42,Blocked
309,311,4226359725105,AmEx,608,2028-01-22,11078.58,Expired
310,312,348929103915022,Visa,686,2029-12-18,12027.97,Expired
311,312,3516832852366472,Discover,435,2028-12-11,9352.32,Expired
312,313,639043874747,Visa,146,2027-06-26,8470.88,Active
313,313,3577456254398168,Discover,809,2029-07-13,3136.4,Active
314,314,2278410717656062,MasterCard,809,2029-07-19,6939.85,Blocked
315,315,6011732260581030,AmEx,843,2028-12-29,4868.35,Expired
316,317,4929273876098297,Visa,748,2029-07-16,3510.35,Expired
317,318,6011667420714586,Discover,852,2026-12-30,7002.81,Blocked
318,318,2275049448216417,Discover,281,2029-12-11,5850.06,Expired
319,320,3542507103980259,MasterCard,618,2027-05-12,17596.19,Active
320,320,348740361578497,Visa,310,2027-07-30,7272.93,Active
321,321,345947305582179,MasterCard,146,2029-02-08,610.51,Blocked
322,321,4755274645550,AmEx,395,2027-01-23,18415.2,Expired
323,322,30403289717696,AmEx,100,2026-12-19,18385.17,Expired
324,322,6577841102776991,MasterCard,382,2030-04-15,8236.94,Expired
325,323,4355086369148613854,AmEx,765,2027-12-30,15588.65,Active
326,323,4693045555917,AmEx,782,2027-05-06,6424.61,Expired
327,324,060446462271,AmEx,588,2027-06-26,8691.46,Expired
328,324,4416403914991,Visa,079,2026-09-11,3082.71,Active
329,326,3576921934026860,Visa,732,2030-03-28,10512.67,Expired
330,326,6566823165086297,Discover,949,2028-06-22,2646.67,Expired
331,327,3557981910710021,AmEx,268,2028-08-02,2984.6,Expired
332,329,4387389080326640,Discover,349,2028-02-19,3110.08,Expired
333,329,4215546458498,Visa,413,2029-10-26,8368.55,Blocked
334,331,30273153150682,MasterCard,519,2028-06-04,18992.41,Expired
335,331,4144004340222,MasterCard,384,2027-06-10,14489.07,Blocked
336,332,38054209000002,AmEx,312,2029-04-10,6624.67,Active
337,332,375107310555859,AmEx,331,2027-09-14,13814.94,Blocked
338,334,4137163243278,AmEx,241,2029-03-15,7597.8,Blocked
339,335,4696769921338407,MasterCard,155,2028-12-25,4189.55,Expired
340,336,30567981863725,MasterCard,869,2030-03-18,10126.4,Active
341,336,3578574612423244,Discover,616,2027-01-14,5552.54,Expired
342,337,3549880896157762,Visa,751,2030-03-10,4027.48,Blocked
343,337,30588166728301,MasterCard,006,2029-03-06,7382.48,Blocked
344,338,676363887560,Discover,624,2030-02-11,9873.64,Blocked
345,340,30215027864501,AmEx,056,2030-02-07,11863.51,Expired
346,340,6011814520781210,Visa,458,2026-11-13,13358.95,Active
347,341,4110911860303814,Visa,317,2028-04-10,16530.93,Expired
348,341,4444154433755,Visa,944,2028-07-31,13146.4,Active
349,342,4656609356881,Visa,532,2029-10-03,4034.61,Active
350,342,213123386291432,Discover,699,2028-05-21,12232.69,Expired
351,344,501859981760,MasterCard,331,2027-08-15,5628.47,Blocked
352,344,180024684093331,AmEx,213,2029-04-07,2153.57,Blocked
353,345,4985721777969561,MasterCard,046,2029-09-13,3304.34,Blocked
354,345,6011758849935470,MasterCard,734,2027-03-25,18613.75,Blocked
355,347,180067235961456,AmEx,451,2028-12-17,6422.21,Active
356,347,4144865323630,Discover,219,2030-03-13,2339.12,Active
357,348,30166932383766,Visa,390,2026-10-24,2231.24,Active
358,348,6011453718174910,AmEx,453,2027-03-21,4628.46,Expired
359,349,4842998332001683,Discover,375,2027-03-22,15324.01,Blocked
360,350,4538894090641555,Discover,039,2027-08-15,15743.16,Expired
361,350,343896846984034,AmEx,279,2027-06-21,9036.26,Blocked
362,351,213134820451276,Visa,694,2028-01-03,19380.24,Active
363,352,342288066048925,Discover,430,2026-08-19,19698.71,Blocked
364,352,4478847328485,AmEx,511,2030-04-20,12878.6,Expired
365,354,4648565738022518629,Discover,203,2028-02-27,2280.07,Blocked
366,355,4746892329509278,Visa,406,2026-10-01,3123.76,Expired
367,355,30493253980354,Visa,609,2027-12-19,10084.53,Expired
368,356,3502960478812193,Discover,197,2026-11-09,14246.13,Expired
369,356,30351293139854,Discover,083,2028-09-21,11305.05,Expired
370,357,377698329308171,AmEx,893,2028-04-28,1309.09,Blocked
371,358,4993644591840323564,MasterCard,597,2027-03-21,15098.23,Blocked
372,358,347777957973519,Visa,386,2027-02-22,10101.74,Active
373,359,4452897513693075399,AmEx,475,2029-11-14,14012.17,Active
374,360,373884217028261,Visa,028,2029-03-22,13220.83,Blocked
375,360,2701417275298697,Discover,606,2029-12-14,16080.28,Expired
376,361,213191073426975,Discover,417,2027-01-30,645.58,Expired
377,361,4136375354966835,Visa,536,2027-04-11,9354.19,Expired
378,362,2263180129157325,MasterCard,796,2027-01-01,10537.11,Blocked
379,363,3582749410765020,AmEx,768,2027-04-19,17917.68,Active
380,364,2237232782500185,Visa,718,2029-07-09,7075.7,Expired
381,364,4237557938381718,Visa,814,2027-04-12,12491.83,Active
382,365,373606882845970,MasterCard,366,2028-01-27,11729.47,Blocked
383,367,3537489368249208,Discover,581,2027-03-23,13197.0,Expired
384,367,346922826192260,MasterCard,291,2026-10-14,12239.74,Active
385,368,4411233326769121032,AmEx,499,2030-05-04,7503.55,Blocked
386,370,3542545942260269,AmEx,408,2029-08-27,17541.22,Blocked
387,370,4466011791281,MasterCard,149,2029-03-06,6094.13,Active
388,371,6500547215089311,Discover,651,2026-11-04,17274.5,Blocked
389,372,6592981711332553,MasterCard,788,2028-11-28,10153.18,Blocked
390,373,2357327783875521,MasterCard,605,2028-06-29,15143.73,Active
391,373,373471680952639,Visa,829,2027-01-13,4989.47,Blocked
392,374,3573190806240636,MasterCard,338,2028-10-05,834.38,Blocked
393,374,4668957066327707,MasterCard,653,2028-06-08,6447.7,Blocked
394,375,340227362320382,AmEx,691,2030-01-29,11298.01,Blocked
395,376,5509078658186532,MasterCard,979,2029-12-01,1190.8,Expired
396,377,676309634274,AmEx,851,2029-06-07,19853.49,Blocked
397,378,4717713934409,MasterCard,704,2026-11-18,16489.47,Active
398,378,4350489380250293,Discover,470,2028-11-25,10481.73,Active
399,380,4408056407667833,Discover,370,2027-08-12,17980.49,Expired
400,381,6011472835892345,Discover,962,2027-01-23,14309.52,Active
401,383,4467351993424549325,MasterCard,797,2030-05-26,17671.79,Active
402,383,4160134846456767,MasterCard,704,2026-11-25,15107.4,Active
403,385,3561891762720545,Discover,877,2027-02-12,4700.64,Active
404,388,675966758897,AmEx,015,2027-04-24,4266.49,Active
405,388,2286194754836841,Visa,238,2030-02-19,13435.3,Active
406,389,675951496016,Visa,436,2027-08-31,4116.96,Active
407,391,4920539562197901,AmEx,369,2030-04-02,9962.99,Active
408,392,347230467714916,MasterCard,342,2027-09-11,15612.88,Expired
409,393,4374629235084619,AmEx,073,2026-07-22,4527.42,Expired
410,393,3547259380264768,MasterCard,294,2029-03-25,18215.93,Expired
411,394,4059932965538,AmEx,547,2028-04-25,19553.61,Blocked
412,394,4294355223301990796,AmEx,182,2029-12-28,16868.4,Expired
413,396,4322973303823,Visa,513,2027-03-03,14609.58,Active
414,396,3599605199524387,Visa,257,2030-05-05,3675.52,Blocked
415,398,3595486378084103,MasterCard,240,2027-07-13,14867.18,Blocked
416,398,5345021359187340,AmEx,685,2029-05-12,11219.88,Blocked
417,400,3525567184908455,MasterCard,462,2027-03-24,11491.74,Expired
